,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,alpha_risk,risk_label,gender,age,sex_orient,immigrant
527,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,-1.4870849042836463,safe,0,0,0,0
528,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,-2.1207573546325955,safe,1,2,0,1
529,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0.9090701163544495,risky,0,1,0,0
530,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,-1.6707252387214824,safe,1,1,0,1
531,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,-2.2416762287571075,safe,1,4,0,1
532,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,-1.42652677976358,safe,0,1,0,1
533,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,-2.1089411105736096,safe,1,2,0,0
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.375056749756223,safe,1,0,0,0
535,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-3.117884859960963,safe,0,4,0,1
536,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.6147185640629345,risky,0,4,0,0
537,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7768708588616606,safe,1,4,0,0
538,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.06868262475989073,risky,1,1,1,0
539,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,-1.1080028538833893,safe,0,0,1,0
540,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-1.3774613200600736,safe,0,1,0,1
541,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,-1.992492088605798,safe,1,2,0,1
542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.6886397246651079,safe,0,0,0,0
543,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-1.8685741706574064,safe,1,3,0,0
544,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,-1.33914739951982,risky,0,4,0,0
545,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1.5764025537065787,safe,0,1,0,0
546,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,-2.347005205533281,safe,1,2,0,0
547,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.8961779891650348,risky,1,2,0,0
548,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.872077922380582,safe,1,3,1,0
549,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,-2.172223320162952,safe,1,2,0,0
550,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-2.5197980802268574,safe,1,2,0,0
551,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,-2.876687377486287,safe,0,2,0,0
552,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,-0.7619105431004443,risky,0,2,0,0
553,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-2.2621274895594117,safe,0,3,0,0
554,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,-2.5193663946199534,safe,0,1,0,0
555,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1.7145543448132146,safe,1,4,0,0
556,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,-2.3818110464196502,safe,0,3,0,0
557,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0.7137101305870392,risky,0,4,0,1
558,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1.0203784169227799,risky,0,4,0,0
559,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-2.052767893504537,safe,0,1,0,0
560,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1.1885479689970269,risky,1,3,0,0
561,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0.7354962696258222,risky,1,1,0,0
562,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2.945608068415018,risky,1,4,1,0
563,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,-0.11005839339899459,risky,0,0,0,0
564,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-2.5547407029446814,risky,1,1,0,0
565,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1.2846269040502163,risky,1,3,0,0
566,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,-2.0905727169399886,safe,0,2,0,0
567,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,2.59101376819538,risky,1,4,0,0
568,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,-1.3444427980946156,safe,0,2,0,0
569,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,-1.4756442312517004,safe,0,1,0,0
570,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1.4062567556188283,risky,1,1,0,0
571,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.5943334039553276,risky,1,1,0,1
572,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-2.5845425137693523,safe,1,4,0,0
573,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,-1.8828116168424418,safe,0,1,0,1
574,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,-0.5969523807598889,risky,1,3,0,0
575,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,2.314576357227695,risky,0,3,0,0
576,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.30407114101066657,risky,0,2,0,0
577,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1.1876427181217797,risky,0,1,0,0
578,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1.1263585932407238,risky,0,4,0,0
579,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0.6417381100825251,risky,0,1,0,0
580,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,-0.08635786913904375,risky,0,1,1,0
581,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2.261098106828194,safe,1,1,0,0
582,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2.6399611407165477,risky,1,0,0,1
583,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0.6442588996281222,risky,0,0,0,0
584,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1.297140666154394,risky,0,0,0,0
585,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-2.6212825263494537,safe,1,3,0,0
586,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.9929510675718263,risky,1,3,1,0
587,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-2.0340782237985313,safe,1,0,1,0
588,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.1627153098893617,safe,1,3,0,0
589,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1.5534235966116745,risky,0,3,1,0
590,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,-1.6279458515667042,safe,1,4,0,1
591,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1.1751060384676915,safe,0,1,0,0
592,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,3.3259082087563794,risky,1,2,0,0
593,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,-0.15907547906142827,risky,0,3,0,0
594,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0.4465933343264034,risky,1,4,0,0
595,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,-0.37355905934313927,risky,0,0,0,0
596,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,-0.16596287326161552,risky,1,0,0,0
597,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,-1.7927769370123579,safe,1,0,0,0
598,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-0.5157578194410231,risky,0,4,0,1
599,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,-0.1925276960725132,risky,1,2,1,1
600,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0.2596355402181476,risky,1,0,0,0
601,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1.109062725929601,risky,0,3,0,1
602,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0829227083453705,safe,1,2,0,1
603,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1.6943614321406955,risky,0,1,1,0
604,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0.5269168502282773,risky,1,1,0,0
605,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-0.6121761409698894,risky,0,1,0,0
606,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2.26023022173092,risky,1,2,0,1
607,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0.1337149513045921,risky,1,4,0,0
608,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-3.2064724388405974,safe,0,1,0,1
609,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1.5741369015008155,risky,1,3,0,0
610,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.012658980694621125,risky,1,3,0,0
611,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.6822170346016057,safe,1,0,0,1
612,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0.8697806499563769,risky,0,1,0,0
613,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,-0.600150268697266,risky,1,2,0,0
614,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0.5035085717221228,risky,1,0,0,1
615,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0.838242544510232,risky,0,0,0,0
616,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1.3228277985548282,risky,1,0,0,0
617,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,-1.1151629677907837,safe,0,4,0,0
618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.192918048989737,safe,0,1,0,0
619,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.4470942840452867,safe,0,3,1,1
620,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,-0.35735399571400606,risky,1,1,0,0
621,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1.546496970045304,risky,0,3,1,0
622,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,-1.6533889474208419,safe,0,3,0,0
623,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,-1.0938798013438897,risky,1,3,0,0
624,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0.21854135213957293,risky,1,0,0,0
625,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0.4945346292742684,risky,1,3,0,1
626,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1.565587751747558,safe,1,2,0,1
627,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0.6021244730372097,risky,1,0,0,1
628,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1.673457329642098,risky,0,3,0,0
629,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-1.6652832293829807,safe,1,4,0,0
630,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,-2.5847225374496463,safe,1,2,0,0
631,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0.06564600098278667,risky,1,3,0,0
632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2.7892566736057693,safe,1,2,0,1
633,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.7208859408479238,safe,1,3,0,0
634,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,-2.262042810272277,safe,0,4,0,0
635,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1.008037216753406,risky,0,0,0,0
636,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1.8437368543187165,safe,0,4,1,1
637,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.9944920761727543,safe,0,0,0,0
638,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,-1.5661106406227614,safe,1,0,0,1
639,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.6622621970738312,safe,1,1,0,0
640,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2.491082672034525,risky,0,0,0,0
641,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,-0.1577911662988538,risky,1,4,0,0
642,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,-0.5637591877440578,risky,0,3,1,0
643,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-2.0840828392102537,safe,0,1,1,0
644,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,-2.21235655058953,safe,1,4,0,0
645,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0.15728890109934757,risky,1,3,0,0
646,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0.7119958058573165,risky,0,4,0,1
647,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,-1.6509997872720377,safe,0,1,0,1
648,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,-2.1948547582164712,safe,1,1,1,0
649,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,-1.1769151910458682,safe,0,4,0,1
650,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,-1.9739946798281558,safe,0,4,1,0
651,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,2.3551197270127613,risky,1,1,0,0
652,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0.30275799490600197,risky,0,3,1,0
653,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-1.924129208284376,safe,1,1,0,0
654,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,-2.7905937290971092,safe,1,3,0,0
655,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0.5133080860787292,risky,1,0,0,0
656,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-2.2772611379923813,safe,1,4,1,1
657,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-2.2957530794253365,risky,1,2,0,0
658,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-1.1484629780682647,risky,0,2,0,0
659,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,-0.513151385951061,safe,0,4,0,1
660,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.0247956148245927,safe,1,0,0,0
661,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0.9138789412152772,risky,1,2,0,0
662,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,-0.6014971463126544,safe,1,3,1,1
663,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.40877634044097794,risky,1,3,0,0
664,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0908945133811183,risky,0,1,0,0
665,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,-1.290081695392451,safe,1,3,0,0
666,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,-0.19786839653334765,risky,1,0,0,1
667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.948310892468781,safe,1,4,0,0
668,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.9932762351600064,safe,0,1,0,0
669,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4223043055357987,safe,0,2,0,0
670,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,-0.5711013604059316,risky,1,0,0,0
671,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,-0.14863779310508585,risky,1,0,0,0
672,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,-1.2285241919407157,risky,1,0,0,0
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.545588056627907,safe,1,0,0,1
674,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1.9389978059193818,risky,1,2,0,0
675,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,-1.7458648529991478,safe,1,4,0,0
676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.438629914667098,safe,0,0,1,0
677,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0.8976711134001873,risky,1,4,0,0
678,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0.7462968127175482,risky,0,3,0,0
679,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-2.423234223283651,safe,1,4,0,0
680,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.2781437244827686,risky,0,3,0,0
681,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,-1.2415318807430022,safe,1,4,0,0
682,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0.7716280092641343,risky,0,1,0,1
683,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0.7237279338427538,risky,0,3,1,1
684,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,-0.24010597089378738,risky,1,1,0,0
685,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,-0.06408883274998178,risky,0,4,0,0
686,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4616853109423356,risky,0,1,1,0
687,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-1.4443294701802203,safe,0,2,0,1
688,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,2.3689472126916855,risky,1,3,0,0
689,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.7494462867600975,risky,1,2,0,1
690,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,-0.0934200189745994,risky,0,2,0,1
691,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.4517937767767615,risky,0,2,1,0
692,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,-1.5844168424583407,safe,1,1,0,1
693,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1.12240166714701,risky,1,3,1,0
694,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,-0.8876992147111071,risky,1,4,0,0
695,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,-1.4843608197251132,safe,1,1,0,0
696,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,-0.19272691706058243,risky,0,3,0,0
697,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-2.5579522189162516,safe,0,2,0,0
698,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.8220067581647075,risky,1,3,0,1
699,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.7467426869931364,safe,0,1,0,0
700,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.7653802568475974,safe,1,0,0,0
701,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2.8265684950989156,risky,1,0,0,0
702,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,-0.16111481882969048,safe,1,2,0,1
703,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.8111080417084735,safe,1,4,0,0
704,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,-1.9499245613411877,safe,1,1,0,0
705,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.34067342187147875,risky,0,0,0,1
706,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1.4988208905447016,risky,1,3,0,0
707,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,-2.613051023132008,safe,0,2,0,0
708,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,-1.4717239022249835,safe,0,2,0,0
709,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.1766440013575186,safe,1,0,0,1
710,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.8311473778553182,safe,1,0,0,0
711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.926797880372299,safe,1,3,1,0
712,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,4.317624693937254,risky,1,2,0,0
713,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1.4267883109882762,risky,1,1,0,0
714,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.21976218405686554,safe,0,0,0,0
715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.5003421247332003,safe,0,4,0,0
716,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.4277080795959171,risky,1,4,0,0
717,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0.9112055788851421,risky,0,0,0,0
718,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1.6818509704598559,risky,0,4,0,0
719,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.2208135565912888,safe,0,2,0,0
720,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0.15904050455406304,risky,0,0,0,0
721,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,-0.1573780221261819,risky,0,2,0,0
722,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,3.732578153086012,risky,1,4,0,0
723,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,-2.2609684753039647,safe,1,2,0,0
724,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,-0.07934718051298562,risky,1,1,1,0
725,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,-0.34147921256895875,risky,0,0,0,1
726,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,-2.0301868389083917,safe,0,2,0,0
727,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.9797193127768082,safe,1,0,0,1
728,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,-1.7213006206815828,safe,1,4,1,0
729,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.629625272947223,safe,1,3,1,0
730,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2.3939065000773327,risky,0,4,0,0
731,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1.7441084402145195,risky,1,4,1,1
732,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,-1.6834105387311376,safe,0,4,0,0
733,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,-0.051728686050220074,risky,0,4,0,1
734,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.2751997655596927,safe,0,1,0,0
735,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-2.253637902468722,safe,1,4,0,0
736,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0.448192569751744,risky,0,0,0,0
737,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.8539989881787922,safe,1,0,1,0
738,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-1.3900814341987648,safe,1,2,0,0
739,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,-2.4370031975546373,safe,0,0,1,0
740,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.7192668139206666,safe,0,0,1,0
741,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,-2.0325266454947135,safe,0,0,0,0
742,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-2.4232283276777933,safe,1,1,0,0
743,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-2.425013212813806,safe,1,2,0,0
744,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1.9841182036392837,safe,1,2,0,1
745,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1.2161188585328617,risky,0,1,0,0
746,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1.2991680554603464,risky,1,0,0,0
747,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,-1.018559162158406,safe,0,2,0,0
748,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,-0.6599049070120793,safe,1,1,0,1
749,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1.1939497986692733,risky,1,3,0,0
750,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-0.777526523366207,safe,0,2,0,0
751,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1.5223284951867595,risky,1,1,0,0
752,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,-1.4810664325288219,safe,0,4,0,0
753,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,-0.3223500676465222,risky,0,3,0,0
754,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0.5890277096214832,risky,1,3,0,0
755,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1.0309131710878523,risky,1,0,0,1
756,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1.6416763683350384,risky,1,3,1,0
757,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-2.122412971059004,safe,0,4,1,0
758,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,3.2487858683843287,risky,1,4,0,0
759,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,-1.9288534521803482,safe,0,4,0,0
760,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-2.63806848307098,safe,1,4,0,0
761,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,2.252048125402604,risky,0,4,0,0
762,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1.6043244984490317,risky,0,3,1,0
763,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,-2.0043933136586203,safe,0,1,1,0
764,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-2.4997393006663144,safe,0,1,0,0
765,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,-2.2699063206510086,safe,0,3,0,0
766,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,-1.5134651940153172,risky,0,3,0,0
767,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1.1520587448960011,risky,1,0,0,0
768,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,-0.3940608090879134,risky,0,0,0,0
769,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,-2.546679487321443,safe,0,3,1,0
770,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,-1.9479130893643257,safe,1,0,0,0
771,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,-2.4000082926360915,safe,0,4,0,0
772,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,-1.6750069526500302,safe,0,2,0,1
773,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0.37316401885475736,risky,1,0,0,1
774,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0.8385660296971044,risky,0,0,0,0
775,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-2.6053682917607874,safe,0,3,0,0
776,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,-2.077445091491903,safe,0,2,0,0
777,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.4596531055726307,safe,0,0,0,0
778,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-0.01458619043443865,risky,1,4,1,0
779,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-1.906207356351319,safe,0,3,0,0
780,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1.056832466838037,risky,1,4,0,0
781,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,-2.3687353668008795,safe,0,0,0,0
782,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,-0.6219358835666335,safe,0,1,1,0
783,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,-1.7297319869003254,safe,1,1,0,0
784,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,-1.9160451029432166,safe,1,3,0,0
785,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-1.6058919325294072,risky,0,1,0,0
786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.266945455616259,safe,0,1,0,0
787,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,-0.1591065268443742,risky,1,4,0,0
788,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.6246348055143114,risky,1,1,0,0
789,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0.08378964028560926,risky,0,4,0,0
790,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,-1.8282547122078487,safe,1,4,0,0
